Код услуги ;Наименование заголовка/услуги;  Цена услуги  Н.Новгород 
851000.3;Общий анализ крови (Гемоглобин, Эритроциты, Тромбоциты,  Лейкоциты, Лейкоцитарная формула, СОЭ) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);115
851000.4;Общий анализ крови (Гемоглобин, Эритроциты, Тромбоциты,  Лейкоциты, Лейкоцитарная формула, СОЭ) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);100
851000.5;Общий анализ крови (Гемоглобин, Эритроциты, Тромбоциты,  Лейкоциты, Лейкоцитарная формула, СОЭ) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);85
851001.1;Подсчет ретикулоцитов при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);70
851001.2;Подсчет ретикулоцитов при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);65
851001.3;Подсчет ретикулоцитов при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);55
851001.4;Подсчет ретикулоцитов при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);50
851001.5;Подсчет ретикулоцитов при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);40
851002.1;Время свертывания по Сухареву при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);70
851002.2;Время свертывания по Сухареву при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);65
851002.3;Время свертывания по Сухареву при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);55
851002.4;Время свертывания по Сухареву при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);50
851002.5;Время свертывания по Сухареву при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);40
851003.1;Время кровотечения по Дуке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);70
851003.2;Время кровотечения по Дуке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);65
851003.3;Время кровотечения по Дуке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);55
851003.4;Время кровотечения по Дуке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);50
851003.5;Время кровотечения по Дуке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);40
851004.1;Общий анализ крови с исследованием базофильной зернистости эритроцитов при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);180
851004.2;Общий анализ крови с исследованием базофильной зернистости эритроцитов при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);160
851004.3;Общий анализ крови с исследованием базофильной зернистости эритроцитов при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);140
851004.4;Общий анализ крови с исследованием базофильной зернистости эритроцитов при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);120
851004.5;Общий анализ крови с исследованием базофильной зернистости эритроцитов при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);100
851005.1;Общий анализ крови с исследованием телец Гейнца при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);180
851005.2;Общий анализ крови с исследованием телец Гейнца при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);160
851005.3;Общий анализ крови с исследованием телец Гейнца при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);140
851005.4;Общий анализ крови с исследованием телец Гейнца при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);120
851005.5;Общий анализ крови с исследованием телец Гейнца при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);100
852000.1;Общий анализ мочи (физико-химические параметры, микроскопия осадка) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);180
852000.2;Общий анализ мочи (физико-химические параметры, микроскопия осадка) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);160
852000.3;Общий анализ мочи (физико-химические параметры, микроскопия осадка) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);140
852000.4;Общий анализ мочи (физико-химические параметры, микроскопия осадка) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);120
852000.5;Общий анализ мочи (физико-химические параметры, микроскопия осадка) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);100
853000.1;Исследование кала на гельминты (яйца, личинки) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);90
853000.2;Исследование кала на гельминты (яйца, личинки) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);80
853000.3;Исследование кала на гельминты (яйца, личинки) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);70
853000.4;Исследование кала на гельминты (яйца, личинки) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);60
853000.5;Исследование кала на гельминты (яйца, личинки) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);50
853001.1;Исследование на энтеробиоз (соскоб с перианальных складок) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);90
853001.2;Исследование на энтеробиоз (соскоб с перианальных складок) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);80
853001.3;Исследование на энтеробиоз (соскоб с перианальных складок) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);70
853001.4;Исследование на энтеробиоз (соскоб с перианальных складок) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);60
853001.5;Исследование на энтеробиоз (соскоб с перианальных складок) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);50
854000.1;Микроскопическое исследование отделяемого мочеполовых органов при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);200
854000.2;Микроскопическое исследование отделяемого мочеполовых органов при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);175
854000.3;Микроскопическое исследование отделяемого мочеполовых органов при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);155
854000.4;Микроскопическое исследование отделяемого мочеполовых органов при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);130
854000.5;Микроскопическое исследование отделяемого мочеполовых органов при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);110
855000.1;Цитологическое исследование соскоба, мазка с шейки матки, цервикального канала при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);200
855000.2;Цитологическое исследование соскоба, мазка с шейки матки, цервикального канала при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);175
855000.3;Цитологическое исследование соскоба, мазка с шейки матки, цервикального канала при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);155
855000.4;Цитологическое исследование соскоба, мазка с шейки матки, цервикального канала при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);130
855000.5;Цитологическое исследование соскоба, мазка с шейки матки, цервикального канала при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);110
856000.1;Определение АЛТ в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);90
856000.2;Определение АЛТ в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);80
856000.3;Определение АЛТ в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);70
856000.4;Определение АЛТ в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);60
856000.5;Определение АЛТ в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);50
856001.1;Определение АСТ в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);90
856001.2;Определение АСТ в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);80
856001.3;Определение АСТ в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);70
856001.4;Определение АСТ в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);60
856001.5;Определение АСТ в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);50
856002.1;Определение общего билирубина в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);90
856002.2;Определение общего билирубина в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);80
856002.3;Определение общего билирубина в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);70
856002.4;Определение общего билирубина в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);60
856002.5;Определение общего билирубина в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);50
856003.1;Определение Гамма-ГТ в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);160
856003.2;Определение Гамма-ГТ в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);145
856003.3;Определение Гамма-ГТ в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);125
856003.4;Определение Гамма-ГТ в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);110
856003.5;Определение Гамма-ГТ в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);90
856004.1;Определение креатинина в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);90
856004.2;Определение креатинина в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);80
856004.3;Определение креатинина в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);70
856004.4;Определение креатинина в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);60
856004.5;Определение креатинина в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);50
856005.1;Определение миоглобина в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);235
856005.2;Определение миоглобина в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);210
856005.3;Определение миоглобина в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);180
856005.4;Определение миоглобина в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);150
856005.5;Определение миоглобина в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);130
856006.1;Определение мочевой кислоты в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);125
856006.2;Определение мочевой кислоты в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);110
856006.3;Определение мочевой кислоты в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);100
856006.4;Определение мочевой кислоты в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);85
856006.5;Определение мочевой кислоты в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);70
856007.1;Определение холинэстеразы в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);125
856007.2;Определение холинэстеразы в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);110
856007.3;Определение холинэстеразы в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);95
856007.4;Определение холинэстеразы в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);85
856007.5;Определение холинэстеразы в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);70
856008.1;Определение общего белка в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);50
856008.2;Определение общего белка в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);45
856008.3;Определение общего белка в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);40
856008.4;Определение общего белка в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);35
856008.5;Определение общего белка в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);30
856009.1;Определение глюкозы в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);85
856009.2;Определение глюкозы в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);75
856009.3;Определение глюкозы в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);65
856009.4;Определение глюкозы в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);55
856009.5;Определение глюкозы в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);45
856010.1;Определение холестерина в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);90
856010.2;Определение холестерина в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);80
856010.3;Определение холестерина в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);70
856010.4;Определение холестерина в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);60
856010.5;Определение холестерина в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);50
856011.1;Определение щелочной фосфатазы в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);110
856011.2;Определение щелочной фосфатазы в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);95
856011.3;Определение щелочной фосфатазы в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);85
856011.4;Определение щелочной фосфатазы в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);75
856011.5;Определение щелочной фосфатазы в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);60
856012.1;Определение эритропоэтина в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);360
856012.2;Определение эритропоэтина в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);320
856012.3;Определение эритропоэтина в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);280
856012.4;Определение эритропоэтина в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);240
856012.5;Определение эритропоэтина в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);200
856013.1;Исследование карбоксигемоглобина в крови при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);465
856013.2;Исследование карбоксигемоглобина в крови при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);415
856013.3;Исследование карбоксигемоглобина в крови при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);365
856013.4;Исследование карбоксигемоглобина в крови при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);310
856013.5;Исследование карбоксигемоглобина в крови при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);260
856014.1;Исследование метгемоглобина в крови при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);465
856014.2;Исследование метгемоглобина в крови при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);415
856014.3;Исследование метгемоглобина в крови при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);365
856014.4;Исследование метгемоглобина в крови при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);310
856014.5;Исследование метгемоглобина в крови при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);260
856015.1;Исследование крови на содержание ртути при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);235
856015.2;Исследование крови на содержание ртути при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);210
856015.3;Исследование крови на содержание ртути при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);180
856015.4;Исследование крови на содержание ртути при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);155
856015.5;Исследование крови на содержание ртути при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);130
856016.1;Исследование крови на содержание меди при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);235
856016.2;Исследование крови на содержание меди при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);210
856016.3;Исследование крови на содержание меди при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);180
856016.4;Исследование крови на содержание меди при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);155
856016.5;Исследование крови на содержание меди при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);130
856017.1;Исследование крови на содержание свинца при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);235
856017.2;Исследование крови на содержание свинца при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);210
856017.3;Исследование крови на содержание свинца при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);180
856017.4;Исследование крови на содержание свинца при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);155
856017.5;Исследование крови на содержание свинца при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);130
857000.1;Исследование уровня копропорфирина в моче при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);135
857000.2;Исследование уровня копропорфирина в моче при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);120
857000.3;Исследование уровня копропорфирина в моче при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);105
857000.4;Исследование уровня копропорфирина в моче при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);90
857000.5;Исследование уровня копропорфирина в моче при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);75
857001.1;Исследование уровня АЛК (Аминолевулиновой кислоты) в моче при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);135
857001.2;Исследование уровня АЛК (Аминолевулиновой кислоты) в моче при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);120
857001.3;Исследование уровня АЛК (Аминолевулиновой кислоты) в моче при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);105
857001.4;Исследование уровня АЛК (Аминолевулиновой кислоты) в моче при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);90
857001.5;Исследование уровня АЛК (Аминолевулиновой кислоты) в моче при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);75
857002.1;Исследование мочи на содержание ртути при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);235
857002.2;Исследование мочи на содержание ртути при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);210
857002.3;Исследование мочи на содержание ртути при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);180
857002.4;Исследование мочи на содержание ртути при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);155
857002.5;Исследование мочи на содержание ртути при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);130
857003.1;Исследование мочи на содержание свинца при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);235
857003.2;Исследование мочи на содержание свинца при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);210
857003.3;Исследование мочи на содержание свинца при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);180
857003.4;Исследование мочи на содержание свинца при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);155
857003.5;Исследование мочи на содержание свинца при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);130
857004.1;Исследование мочи на содержание фтора при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);200
857004.2;Исследование мочи на содержание фтора при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);175
857004.3;Исследование мочи на содержание фтора при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);155
857004.4;Исследование мочи на содержание фтора при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);130
857004.5;Исследование мочи на содержание фтора при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);110
858000.1;Определение группы крови и резус-фактора при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);145
858000.2;Определение группы крови и резус-фактора при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);125
858000.3;Определение группы крови и резус-фактора при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);110
858000.4;Определение группы крови и резус-фактора при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);95
858000.5;Определение группы крови и резус-фактора при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);80
859000.1;Определение антител к ВИЧ + АГ (anti-HIV 1,2 +Аg) в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);160
859000.2;Определение антител к ВИЧ + АГ (anti-HIV 1,2 +Аg) в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);140
859000.3;Определение антител к ВИЧ + АГ (anti-HIV 1,2 +Аg) в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);125
859000.4;Определение антител к ВИЧ + АГ (anti-HIV 1,2 +Аg) в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);110
859000.5;Определение антител к ВИЧ + АГ (anti-HIV 1,2 +Аg) в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);90
860000.1;Определение HbsAg в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);160
860000.2;Определение HbsAg в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);140
860000.3;Определение HbsAg в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);125
860000.4;Определение HbsAg в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);110
860000.5;Определение HbsAg в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);90
860001.1;Определение антител anti- HBs-суммарные в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);180
860001.2;Определение антител anti- HBs-суммарные в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);160
860001.3;Определение антител anti- HBs-суммарные в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);140
860001.4;Определение антител anti- HBs-суммарные в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);120
860001.5;Определение антител anti- HBs-суммарные в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);100
860002.1;Определение антител anti- НСV суммарные в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);180
860002.2;Определение антител anti- НСV суммарные в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);160
860002.3;Определение антител anti- НСV суммарные в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);140
860002.4;Определение антител anti- НСV суммарные в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);120
860002.5;Определение антител anti- НСV суммарные в сыворотке при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);100
861000.1;Диагностика сифилиса (RPR) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);90
861000.2;Диагностика сифилиса (RPR) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 51 до 100 человек);80
861000.3;Диагностика сифилиса (RPR) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 101 до 300 человек);70
861000.4;Диагностика сифилиса (RPR) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 301 до 500 человек);60
861000.5;Диагностика сифилиса (RPR) при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива свыше 500 человек);50
861001.1;Исследование крови на брюшной тиф с Vi-антигеном при обязательном предварительном/периодическом медицинском осмотре (обследовании) (для коллектива от 1 до 50 человек);270
